Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Price,PER,ROE,PER_Rank,ROE_Rank,Magic_Score
007370,KR7007370000,진양제약,KOSDAQ,우량기업부,4000,2,-25,-0.62,4025,4055,3980,3509,14062880,56538348000,14134587,KSQ,3980,2.4,49.59,52.0,38.5,90.5
006620,KR7006620009,동구바이오제약,KOSDAQ,우량기업부,3570,2,-20,-0.56,3600,3605,3545,20184,72014675,101620021440,28464992,KSQ,3520,3.03,49.59,85.0,38.5,123.5
000230,KR7000230003,일동홀딩스,KOSPI,,6230,2,-320,-4.89,6460,6460,6190,30737,192963545,71896692000,11540400,STK,6200,3.3,49.59,99.0,38.5,137.5
054670,KR7054670005,대한뉴팜,KOSDAQ,우량기업부,5720,1,30,0.53,5710,5800,5680,4441,25352390,82110142400,14354920,KSQ,5690,3.41,49.59,106.5,38.5,145.0
001630,KR7001630003,종근당홀딩스,KOSPI,,39150,1,50,0.13,38900,39400,38900,586,22953300,196136058150,5009861,STK,38800,3.62,49.59,124.5,38.5,163.0
096760,KR7096760004,JW홀딩스,KOSPI,,4170,2,-10,-0.24,4165,4245,4105,22145,92639409,308267008140,73924942,STK,4160,3.64,49.59,127.0,38.5,165.5
033270,KR7033270000,유나이티드제약,KOSPI,,18540,1,280,1.53,18260,18650,18170,19306,356670935,294985768500,15910775,STK,18500,3.94,49.59,152.5,38.5,191.0
052790,KR7052790003,액토즈소프트,KOSDAQ,중견기업부,4025,2,-75,-1.83,4090,4165,4025,7130,28904525,43971301675,10924547,KSQ,3975,0.84,29.77,7.0,186.0,193.0
142210,KR7142210004,유니트론텍,KOSDAQ,우량기업부,5860,2,-90,-1.51,5950,6070,5810,44526,261308805,121603221580,20751403,KSQ,5800,2.72,33.24,70.5,130.0,200.5
198080,KR7198080004,캐프,KOSDAQ,우량기업부,2145,2,-30,-1.38,2175,2180,2135,17954,38542880,46192971825,21535185,KSQ,2145,2.22,28.29,45.0,214.5,259.5
041910,KR7041910001,폴라리스AI파마,KOSDAQ,우량기업부,5350,1,30,0.56,5320,5390,5310,5498,29409450,71065922500,13283350,KSQ,5240,4.93,49.59,228.0,38.5,266.5
143240,KR7143240000,사람인,KOSDAQ,우량기업부,16970,2,-280,-1.62,17080,17120,16700,4668,79150830,182134445070,10732731,KSQ,17030,1.99,21.72,36.0,248.0,284.0
002800,KR7002800001,신신제약,KOSDAQ,우량기업부,4610,2,-75,-1.6,4650,4720,4565,42367,195975075,69936005000,15170500,KSQ,4605,5.19,49.59,251.5,38.5,290.0
227950,KR7227950003,엔투텍,KOSDAQ,벤처기업부,1297,1,21,1.65,1278,1347,1261,117075,151347474,44757147073,34508209,KSQ,1305,4.2,33.24,172.0,130.0,302.0
058860,KR7058860008,KTis,KOSPI,,2585,1,5,0.19,2580,2600,2570,11048,28581275,89963170000,34802000,STK,2565,2.42,21.72,54.0,248.0,302.0
102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,14700,3,0,0.0,14890,14920,14570,20020,293577160,192431864100,13090603,KSQ,14570,5.38,49.59,266.5,38.5,305.0
254490,KR7254490006,미래반도체,KOSDAQ,우량기업부,15060,2,-190,-1.25,15300,15690,14960,22783,345211535,217436280000,14438000,KSQ,14830,4.35,33.24,183.5,130.0,313.5
003100,KR7003100005,선광,KOSDAQ,우량기업부,20500,3,0,0.0,20600,20750,20300,3111,63853550,135300000000,6600000,KSQ,20700,2.98,23.19,79.5,238.5,318.0
148150,KR7148150006,세경하이테크,KOSDAQ,우량기업부,4040,1,70,1.76,4010,4125,3900,51538,208648242,143592984720,35542818,KSQ,4065,3.36,28.29,105.0,214.5,319.5
003090,KR7003090008,대웅,KOSPI,,17580,1,130,0.74,17450,18010,17190,27369,482966870,1022136008400,58141980,STK,17120,5.55,49.59,281.5,38.5,320.0
089790,KR7089790000,제이티,KOSDAQ,벤처기업부,5110,2,-90,-1.73,5200,5240,5010,69401,355781170,52712271430,10315513,KSQ,5070,4.51,33.24,193.0,130.0,323.0
192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,29200,2,-200,-0.68,29400,29400,29050,289,8440750,181517799600,6216363,KSQ,29500,3.51,28.29,116.5,214.5,331.0
052900,KR7052900008,KX하이텍,KOSDAQ,우량기업부,959,2,-7,-0.72,970,989,947,223436,214350017,73524698310,76668090,KSQ,952,4.62,33.24,202.0,130.0,332.0
040610,KR7040610008,SG&G,KOSDAQ,중견기업부,3135,1,30,0.97,3105,3165,3080,37847,117831430,53431679730,17043598,KSQ,3105,0.56,18.47,3.0,332.0,335.0
285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,11590,2,-40,-0.34,11640,11760,11510,8704,100766620,122573881290,10575831,KSQ,11540,3.61,28.29,122.5,214.5,337.0
001620,KR7001620004,케이비아이동국실업,KOSPI,,2195,2,-5,-0.23,2215,2220,2180,3253,7174865,48857640170,22258606,STK,2220,1.05,18.47,11.0,332.0,343.0
010770,KR7010770006,평화홀딩스,KOSPI,,3510,2,-95,-2.64,3590,3605,3465,41523,146286275,51335385660,14625466,STK,3515,1.12,18.47,14.0,332.0,346.0
054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,6790,2,-30,-0.44,6830,6880,6640,15088,101975010,171727315900,25291210,KSQ,6710,3.72,28.29,132.0,214.5,346.5
019180,KR7019180009,티에이치엔,KOSPI,,5190,1,90,1.76,5130,5240,5060,26368,135657435,93420000000,18000000,STK,5160,1.23,18.47,16.0,332.0,348.0
018500,KR7018500009,동원모빌리티,KOSPI,,1431,2,-16,-1.11,1447,1447,1424,4715,6755039,66906309123,46754933,STK,1441,1.42,18.47,18.0,332.0,350.0
019540,KR7019540004,일지테크,KOSDAQ,우량기업부,5390,1,30,0.56,5430,5430,5320,4019,21542640,72837765000,13513500,KSQ,5280,1.49,18.47,19.0,332.0,351.0
378850,KR7378850002,화승알앤에이,KOSPI,,2945,3,0,0.0,2945,2950,2930,5984,17601295,55936219735,18993623,STK,2920,1.58,18.47,22.0,332.0,354.0
126720,KR7126720002,수산인더스트리,KOSPI,,21100,1,150,0.72,21050,21200,20900,6278,132182000,301434600000,14286000,STK,21000,3.98,29.45,156.5,198.0,354.5
100250,KR7100250000,진양홀딩스,KOSPI,,3170,1,5,0.16,3150,3185,3150,22159,70310979,202563000000,63900000,STK,3165,1.61,18.47,23.0,332.0,355.0
000220,KR7000220004,유유제약,KOSPI,,3855,2,-25,-0.64,3880,3895,3820,10824,41622890,60706466010,15747462,STK,3790,5.93,49.59,319.0,38.5,357.5
023910,KR7023910003,대한약품,KOSDAQ,우량기업부,26800,2,-50,-0.19,26750,26900,26600,6523,174099500,160800000000,6000000,KSQ,27200,5.93,49.59,319.0,38.5,357.5
013520,KR7013520002,화승코퍼레이션,KOSPI,,2620,2,-20,-0.76,2695,2695,2615,7491,19660095,131134280240,50051252,STK,2570,1.74,18.47,26.0,332.0,358.0
090080,KR7090080003,평화산업,KOSPI,,973,2,-2,-0.21,975,978,962,23929,23146630,53419898007,54902259,STK,970,1.93,18.47,32.5,332.0,364.5
053270,KR7053270005,구영테크,KOSDAQ,우량기업부,2035,1,5,0.25,2050,2050,2000,7315,14729460,55780174175,27410405,KSQ,2025,1.93,18.47,32.5,332.0,364.5
033530,KR7033530007,SJG세종,KOSPI,,6910,1,80,1.17,6950,6950,6730,31031,213365510,186931386090,27052299,STK,6870,1.98,18.47,35.0,332.0,367.0
007860,KR7007860000,서연,KOSPI,,7840,2,-20,-0.25,7800,7860,7720,9578,74618925,184081976960,23479844,STK,7760,2.01,18.47,37.0,332.0,369.0
063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,12980,2,-320,-2.41,13300,13550,12950,5216,68178210,85605592160,6595192,KSQ,12740,4.45,29.77,188.0,186.0,374.0
200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,25650,2,-100,-0.39,26050,26200,25600,8563,220133375,288047704500,11229930,KSQ,25200,6.16,49.59,336.5,38.5,375.0
077500,KR7077500007,유니퀘스트,KOSPI,,7310,2,-260,-3.43,7690,7960,7310,66652,503826380,157896745620,21600102,STK,7260,5.18,33.24,250.0,130.0,380.0
402340,KR7402340004,SK스퀘어,KOSPI,,985000,1,3000,0.31,1002000,1006000,980000,99020,98161032000,129945138030000,131923998,STK,977000,3.94,26.37,152.5,227.5,380.0
008490,KR7008490005,서흥,KOSPI,,21450,1,50,0.23,21650,21650,21050,6618,140939200,248157473850,11569113,STK,21250,6.28,49.59,348.0,38.5,386.5
200880,KR7200880003,서연이화,KOSPI,,11620,1,10,0.09,11670,11740,11450,14539,168465110,314070437940,27028437,STK,11460,2.43,18.47,55.0,332.0,387.0
114450,KR7114450000,그린생명과학,KOSDAQ,벤처기업부,2280,1,20,0.88,2260,2450,2225,111602,261970240,45600000000,20000000,KSQ,2320,6.3,49.59,351.5,38.5,390.0
0156T0,KR70156T0003,에이치엘지노믹스,KOSDAQ,중견기업부,9060,2,-100,-1.09,9300,9340,9010,45945,418893860,70506378660,7782161,KSQ,8870,6.3,49.59,351.5,38.5,390.0
058850,KR7058850009,KTcs,KOSPI,,2195,1,20,0.92,2190,2195,2170,12626,27544125,90882767750,41404450,STK,2170,3.83,21.72,144.0,248.0,392.0
265560,KR7265560003,영화테크,KOSDAQ,우량기업부,6880,1,40,0.58,6850,6910,6800,3635,24873420,73548438400,10690180,KSQ,6840,2.52,18.47,61.0,332.0,393.0
003850,KR7003850005,보령,KOSPI,,9060,1,200,2.26,8900,9080,8860,41719,375845540,777232095420,85787207,STK,8960,6.37,49.59,359.0,38.5,397.5
101330,KR7101330009,모베이스,KOSDAQ,중견기업부,3495,1,5,0.14,3490,3520,3440,16790,58413985,80898866355,23147029,KSQ,3455,2.62,18.47,67.0,332.0,399.0
001540,KR7001540004,안국약품,KOSDAQ,우량기업부,10870,2,-110,-1.0,10980,11020,10850,9742,106397460,141771105400,13042420,KSQ,10710,6.45,49.59,366.5,38.5,405.0
005720,KR7005720008,넥센,KOSPI,,6040,2,-60,-0.98,6080,6080,6000,1771,10669610,317365621080,52543977,STK,5930,2.9,18.47,77.0,332.0,409.0
123700,KR7123700007,SJM,KOSPI,,3385,2,-15,-0.44,3395,3400,3360,2023,6843705,52822579730,15604898,STK,3415,2.96,18.47,78.0,332.0,410.0
005710,KR7005710009,대원산업,KOSDAQ,우량기업부,10640,2,-20,-0.19,10680,10680,10500,1494,15821930,213200064000,20037600,KSQ,10500,3.01,18.47,82.0,332.0,414.0
025560,KR7025560004,미래산업,KOSPI,,6340,2,-10,-0.16,6400,6460,6210,109735,694090820,176116818520,27778678,STK,6180,5.63,33.24,288.0,130.0,418.0
012280,KR7012280004,영화금속,KOSPI,,4010,2,-15,-0.37,4025,4045,3990,4585,18359745,39718653010,9904901,STK,4005,3.12,18.47,92.0,332.0,424.0
170030,KR7170030001,현대공업,KOSDAQ,우량기업부,4790,1,5,0.1,4785,4825,4750,5814,27738640,73478600000,15340000,KSQ,4725,3.14,18.47,93.0,332.0,425.0
001060,KR7001060003,JW중외제약,KOSPI,,27700,2,-50,-0.18,27700,28400,27400,28323,792084525,645020261000,23285930,STK,27250,6.7,49.59,388.0,38.5,426.5
005880,KR7005880000,대한해운,KOSPI,,2070,1,60,2.99,2030,2140,2020,1658147,3455287571,668086993800,322747340,STK,2080,3.79,19.49,138.5,289.5,428.0
037460,KR7037460003,삼지전자,KOSDAQ,우량기업부,30100,2,-200,-0.66,30350,30600,29850,10908,329148050,491187512200,16318522,KSQ,29950,2.02,16.58,38.0,391.0,429.0
376290,KR7376290003,씨유테크,KOSDAQ,벤처기업부,2800,2,-40,-1.41,2820,2820,2795,1269,3560305,49441000000,17657500,KSQ,2930,4.79,28.29,215.0,214.5,429.5
069620,KR7069620003,대웅제약,KOSPI,,117400,2,-6700,-5.4,118800,120800,115100,21160,2495603650,1360263905000,11586575,STK,114800,6.8,49.59,394.5,38.5,433.0
025530,KR7025530007,SJM홀딩스,KOSPI,,3585,2,-55,-1.51,3640,3640,3550,4077,14618615,53538418680,14934008,STK,3600,3.34,18.47,102.0,332.0,434.0
092780,KR7092780006,DYP,KOSPI,,3195,1,5,0.16,3290,3290,3180,4481,14375255,42073229700,13168460,STK,3165,3.34,18.47,102.0,332.0,434.0
234080,KR7234080000,JW생명과학,KOSPI,,11300,2,-90,-0.79,11390,11400,11270,6292,71205670,178930460200,15834554,STK,11190,6.81,49.59,396.5,38.5,435.0
105760,KR7105760003,포스뱅크,KOSDAQ,우량기업부,5190,2,-10,-0.19,5170,5200,5120,17455,90129370,52890703530,10190887,KSQ,5120,4.47,21.72,189.5,248.0,437.5
013870,KR7013870001,지엠비코리아,KOSPI,,3870,1,10,0.26,3860,3900,3860,745,2884250,73809723600,19072280,STK,3860,3.45,18.47,112.0,332.0,444.0
023800,KR7023800006,인지컨트롤스,KOSPI,,5370,2,-30,-0.56,5380,5490,5360,8850,47911540,84895387890,15809197,STK,5340,3.52,18.47,118.0,332.0,450.0
317450,KR7317450005,명인제약,KOSPI,,45000,2,-500,-1.1,45300,45550,44700,2573,115967500,657000000000,14600000,STK,44600,6.94,49.59,412.0,38.5,450.5
019770,KR7019770007,서연탑메탈,KOSDAQ,우량기업부,3265,2,-25,-0.76,3290,3330,3265,734,2414530,38037250000,11650000,KSQ,3295,3.59,18.47,121.0,332.0,453.0
131030,KR7131030009,옵투스제약,KOSDAQ,우량기업부,5690,2,-70,-1.22,5770,5810,5650,11650,66384000,100409097100,17646590,KSQ,5640,7.02,49.59,418.5,38.5,457.0
049520,KR7049520000,유아이엘,KOSDAQ,우량기업부,3880,1,20,0.52,3860,3895,3840,13208,51007060,119669385000,30842625,KSQ,3845,5.1,28.29,243.0,214.5,457.5
010690,KR7010690006,화신,KOSPI,,7710,1,60,0.78,7730,7790,7610,62034,477581280,269236361100,34920410,STK,7620,3.66,18.47,129.0,332.0,461.0
058630,KR7058630005,엠게임,KOSDAQ,우량기업부,4000,2,-50,-1.23,4050,4060,3990,13363,53544195,75090296000,18772574,KSQ,3980,5.53,29.77,278.0,186.0,464.0
000430,KR7000430009,대원강업,KOSPI,,4320,1,105,2.49,4235,4340,4210,37876,162309190,267840000000,62000000,STK,4345,3.76,18.47,134.5,332.0,466.5
089470,KR7089470009,HDC현대EP,KOSPI,,3905,2,-45,-1.14,3920,3950,3860,17258,67224660,124569500000,31900000,STK,3920,3.88,18.47,148.0,332.0,480.0
264660,KR7264660002,씨앤지하이테크,KOSDAQ,우량기업부,13140,1,120,0.92,13100,13170,12880,7794,101615730,127736200080,9721172,KSQ,12870,6.29,33.24,350.0,130.0,480.0
123410,KR7123410003,코리아에프티,KOSDAQ,우량기업부,5930,1,130,2.24,5850,5950,5830,15526,91613755,165097509520,27841064,KSQ,5870,3.91,18.47,151.0,332.0,483.0
101160,KR7101160000,월덱스,KOSDAQ,우량기업부,29700,3,0,0.0,30000,30050,29400,13487,401037725,490376492100,16510993,KSQ,29100,6.33,33.24,356.0,130.0,486.0
044960,KR7044960003,이글벳,KOSDAQ,중견기업부,3135,1,20,0.64,3105,3135,3100,4345,13558455,39632303205,12641883,KSQ,3130,7.26,49.59,449.0,38.5,487.5
049630,KR7049630007,재영솔루텍,KOSDAQ,우량기업부,6990,2,-150,-2.1,7150,7230,6900,117335,819668920,163322321610,23365139,KSQ,6780,5.5,28.29,274.0,214.5,488.5
021820,KR7021820006,세원정공,KOSPI,,10550,2,-30,-0.28,10580,10690,10400,3892,40912335,105500000000,10000000,STK,10580,2.56,14.85,64.0,426.0,490.0
000640,KR7000640003,동아쏘시오홀딩스,KOSPI,,93900,1,1200,1.29,92700,95300,91600,2859,268711850,632184285300,6732527,STK,92500,7.31,49.59,455.0,38.5,493.5
043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,10950,2,-210,-1.88,11150,11150,10920,2219,24305595,229950000000,21000000,KSQ,11110,4.06,18.47,163.0,332.0,495.0
002350,KR7002350007,넥센타이어,KOSPI,,6050,3,0,0.0,6150,6160,6020,27167,165162090,590890655850,97667877,STK,6100,4.12,18.47,165.5,332.0,497.5
007980,KR7007980006,TP,KOSPI,,1730,2,-9,-0.52,1725,1732,1709,16185,27839084,81132415500,46897350,STK,1724,2.38,14.5,50.5,450.0,500.5
348350,KR7348350000,위드텍,KOSDAQ,벤처기업부,9270,2,-110,-1.17,9380,9450,9110,1190,11029530,90601272000,9773600,KSQ,9210,6.53,33.24,373.5,130.0,503.5
123420,KR7123420002,위메이드플레이,KOSDAQ,우량기업부,6230,2,-40,-0.64,6270,6290,6090,1638,10166500,64798485430,10401041,KSQ,6220,5.96,29.77,322.0,186.0,508.0
110990,KR7110990009,디아이티,KOSDAQ,우량기업부,15560,2,-50,-0.32,16100,16100,15510,12096,189951330,294084000000,18900000,KSQ,15430,6.6,33.24,379.0,130.0,509.0
071320,KR7071320006,지역난방공사,KOSPI,,75900,1,1600,2.15,74900,76500,74100,4188,315971800,878826669600,11578744,STK,76300,2.5,14.5,59.5,450.0,509.5
073240,KR7073240004,금호타이어,KOSPI,,7190,1,60,0.84,7160,7340,6980,876830,6291537895,2065401463530,287260287,STK,7140,4.3,18.47,180.0,332.0,512.0
095660,KR7095660007,네오위즈,KOSDAQ,우량기업부,17850,1,80,0.45,17980,18030,17760,14392,257501600,386210793150,21636459,KSQ,17600,6.05,29.77,327.0,186.0,513.0
054620,KR7054620000,APS,KOSDAQ,중견기업부,3740,2,-40,-1.06,3715,3820,3715,1110,4149060,68794386540,18394221,KSQ,3720,6.79,33.24,393.0,130.0,523.0
282620,KR7282620004,기도산업,KOSDAQ,중견기업부,13300,2,-440,-3.2,13760,13940,13260,99361,1342558590,77947403100,5860707,KSQ,12890,1.81,13.48,28.0,496.5,524.5
025540,KR7025540006,한국단자,KOSPI,,55400,1,1000,1.84,54900,55500,53900,8692,476128750,560371000000,10115000,STK,54600,4.53,18.47,194.0,332.0,526.0
041930,KR7041930009,SY동아,KOSDAQ,우량기업부,5030,1,90,1.82,4940,5100,4800,94245,463030350,76456000000,15200000,KSQ,5000,4.58,18.47,197.0,332.0,529.0
009900,KR7009900002,명신산업,KOSPI,,7920,1,20,0.25,8030,8030,7860,35903,284033590,415563453360,52470133,STK,7810,4.6,18.47,199.5,332.0,531.5
111110,KR7111110003,호전실업,KOSPI,,6410,2,-10,-0.16,6420,6440,6390,202,1296990,58113060000,9066000,STK,6380,3.01,14.5,82.0,450.0,532.0
314140,KR7314140005,알피바이오,KOSDAQ,우량기업부,6080,1,60,1.0,5960,6300,5960,12452,75757440,52691474880,8666361,KSQ,6070,7.82,49.59,498.0,38.5,536.5
382800,KR7382800001,지앤비에스 에코,KOSDAQ,우량기업부,4815,2,-150,-3.02,5100,5100,4800,229098,1117884975,153266462415,31831041,KSQ,4725,6.96,33.24,414.0,130.0,544.0
111380,KR7111380002,동인기연,KOSPI,,13450,2,-130,-0.96,13580,13580,13240,258,3448030,82421600000,6128000,STK,13270,3.19,14.5,95.0,450.0,545.0
045340,KR7045340007,토탈소프트,KOSDAQ,벤처기업부,6820,1,120,1.79,6740,6880,6740,2983,20332200,58365832800,8558040,KSQ,6880,5.83,23.19,308.5,238.5,547.0
100030,KR7100030006,인지소프트,KOSDAQ,중견기업부,20300,1,150,0.74,20150,20500,19800,13076,262606440,66659394200,3283714,KSQ,20000,0.92,12.6,9.0,540.0,549.0
038110,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,2000,1,10,0.5,1983,2015,1983,22252,44403892,82338740000,41169370,KSQ,2020,4.82,18.47,218.0,332.0,550.0
130580,KR7130580004,나이스디앤비,KOSDAQ,우량기업부,5620,1,40,0.72,5640,5640,5580,584,3266690,86548000000,15400000,KSQ,5550,5.79,21.72,303.0,248.0,551.0
000020,KR7000020008,동화약품,KOSPI,,5170,1,10,0.19,5170,5210,5110,24162,124879600,144405699900,27931470,STK,5180,8.01,49.59,512.5,38.5,551.0
100840,KR7100840008,SNT에너지,KOSPI,,33850,1,2500,7.97,32850,35850,32550,692020,23806550625,700044504550,20680783,STK,33550,6.32,29.45,354.5,198.0,552.5
007700,KR7007700008,F&F홀딩스,KOSPI,,14230,2,-20,-0.14,14250,14320,14070,6794,96718260,556597442410,39114367,STK,14090,3.35,14.5,104.0,450.0,554.0
053610,KR7053610002,프로텍,KOSDAQ,우량기업부,58300,2,-200,-0.34,58700,59900,57600,9294,543808850,524700000000,9000000,KSQ,58200,7.11,33.24,431.0,130.0,561.0
071050,KR7071050009,한국금융지주,KOSPI,,183600,2,-1800,-0.97,187000,187500,183500,74515,13800918500,10231292131200,55725992,STK,186000,3.9,15.68,150.0,411.5,561.5
010100,KR7010100006,한국무브넥스,KOSPI,,3590,1,60,1.7,3565,3590,3510,19695,69863425,109317007800,30450420,STK,3560,4.95,18.47,231.5,332.0,563.5
318160,KR7318160009,셀바이오휴먼텍,KOSDAQ,벤처기업부,6500,2,-50,-0.76,6750,6750,6390,23968,155630760,60693834500,9337513,KSQ,6480,5.72,20.19,295.0,272.5,567.5
011320,KR7011320009,유니크,KOSDAQ,우량기업부,3705,2,-40,-1.07,3745,3810,3640,16024,58980835,71583174975,19320695,KSQ,3695,5.05,18.47,237.5,332.0,569.5
013570,KR7013570007,디와이,KOSPI,,4315,1,25,0.58,4290,4365,4290,13483,58203450,113569216395,26319633,STK,4350,5.08,18.47,240.0,332.0,572.0
054800,KR7054800008,아이디스홀딩스,KOSDAQ,중견기업부,15270,2,-30,-0.2,15330,15330,14900,573,8650850,158010234120,10347756,KSQ,15150,3.01,13.98,82.0,490.5,572.5
009300,KR7009300005,삼아제약,KOSDAQ,우량기업부,13970,1,20,0.14,13980,13980,13810,141,1967770,88988900000,6370000,KSQ,13940,8.42,49.59,536.0,38.5,574.5
078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,중견기업부,8490,1,50,0.59,8900,8900,8420,2972,25228170,144829577070,17058843,KSQ,8390,4.43,16.58,187.0,391.0,578.0
024830,KR7024830002,세원물산,KOSDAQ,중견기업부,8570,2,-10,-0.12,8590,8590,8460,83,711360,71559500000,8350000,KSQ,8380,5.14,18.47,247.0,332.0,579.0
900260,HK0000295359,로스웰,KOSDAQ,외국기업(소속부없음),1727,2,-2,-0.12,1729,1729,1694,2935,5018381,79493302262,46029706,KSQ,1733,2.44,13.28,56.5,523.0,579.5
293480,KR7293480000,하나제약,KOSPI,,8510,2,-10,-0.12,8490,8600,8480,3440,29363410,151247770460,17772946,STK,8430,8.58,49.59,542.0,38.5,580.5
071280,KR7071280002,로체시스템즈,KOSDAQ,우량기업부,6570,2,-50,-0.76,6800,7350,6450,191589,1291339140,100498681710,15296603,KSQ,6580,7.31,33.24,455.0,130.0,585.0
016740,KR7016740003,두올,KOSPI,,3760,1,45,1.21,3715,3765,3710,7288,27185820,107814330240,28674024,STK,3765,5.21,18.47,254.5,332.0,586.5
264450,KR7264450008,유비쿼스,KOSDAQ,우량기업부,10270,2,-80,-0.77,10390,10390,10200,6233,63992760,150614613110,14665493,KSQ,10140,4.59,16.58,198.0,391.0,589.0
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,7530,2,-170,-2.21,7710,7750,7500,22027,167385520,342615000000,45500000,KSQ,7200,6.23,21.72,344.0,248.0,592.0
192080,KR7192080000,더블유게임즈,KOSPI,,57300,2,-200,-0.35,57600,58100,56800,8910,511856600,1213239716400,21173468,STK,58000,6.9,29.77,407.0,186.0,593.0
011040,KR7011040003,경동제약,KOSDAQ,중견기업부,5110,1,50,0.99,5100,5140,4995,72492,367917665,157228394260,30768766,KSQ,5070,8.74,49.59,556.0,38.5,594.5
445180,KR7445180003,퓨릿,KOSDAQ,우량기업부,8150,3,0,0.0,8250,8250,8050,2121,17265110,140091882200,17189188,KSQ,7970,7.48,33.24,473.5,130.0,603.5
263020,KR7263020000,디케이앤디,KOSDAQ,벤처기업부,3155,1,25,0.8,3135,3200,3125,25845,81465965,43653040630,13836146,KSQ,3140,3.96,14.5,154.5,450.0,604.5
075180,KR7075180000,새론오토모티브,KOSPI,,2920,2,-25,-0.85,2945,2990,2910,9919,29128290,56064000000,19200000,STK,2940,5.51,18.47,275.0,332.0,607.0
001200,KR7001200005,유진투자증권,KOSPI,,4300,3,0,0.0,4320,4365,4280,122653,530111270,416525597400,96866418,STK,4315,3.76,14.48,134.5,478.0,612.5
000050,KR7000050005,경방,KOSPI,,8190,2,-10,-0.12,8250,8260,8130,11991,98115630,224531061300,27415270,STK,8110,4.25,14.5,177.5,450.0,627.5
106190,KR7106190002,하이텍팜,KOSDAQ,우량기업부,10350,2,-90,-0.86,10440,10440,10150,7087,73115480,110053340550,10633173,KSQ,10380,9.25,49.59,593.5,38.5,632.0
091700,KR7091700005,파트론,KOSDAQ,우량기업부,5380,3,0,0.0,5410,5440,5360,17841,96039690,269000000000,50000000,KSQ,5370,7.02,28.29,418.5,214.5,633.0
044450,KR7044450005,KSS해운,KOSPI,,10170,1,250,2.52,9920,10230,9840,18249,184452140,229613429250,22577525,STK,10120,2.1,9.42,40.0,595.5,635.5
272110,KR7272110008,케이엔제이,KOSDAQ,우량기업부,24050,2,-200,-0.82,24950,24950,23850,14281,346403600,193010749750,8025395,KSQ,23850,7.94,33.24,506.5,130.0,636.5
038010,KR7038010005,제일테크노스,KOSDAQ,우량기업부,5430,2,-40,-0.73,5510,5510,5400,5957,32373000,48870000000,9000000,KSQ,5370,3.69,13.42,130.5,508.0,638.5
004100,KR7004100004,태양금속,KOSPI,,2575,3,0,0.0,2580,2600,2565,17906,46100886,94502500000,36700000,STK,2535,5.81,18.47,307.0,332.0,639.0
041520,KR7041520008,이엘씨,KOSDAQ,투자주의환기종목(소속부없음),10870,2,-530,-4.65,11590,11590,10810,11815,130609240,132491495100,12188730,KSQ,10860,8.0,33.24,511.0,130.0,641.0
016580,KR7016580003,환인제약,KOSPI,,10260,2,-180,-1.72,10490,10490,10200,7148,73733080,190836718200,18600070,STK,10350,9.41,49.59,604.0,38.5,642.5
100220,KR7100220003,비상교육,KOSPI,,4930,2,-25,-0.5,4930,4950,4890,1336,6577475,64073933130,12996741,STK,4880,1.84,8.96,29.5,615.0,644.5
000240,KR7000240002,한국앤컴퍼니,KOSPI,,24500,1,300,1.24,24350,24750,24000,26419,646675450,2325913380000,94935240,STK,24400,5.86,18.47,312.5,332.0,644.5
007570,KR7007570005,일양약품,KOSPI,,8430,2,-30,-0.35,8620,8620,8340,2073,17465070,160892147520,19085664,STK,8380,9.47,49.59,607.5,38.5,646.0
090850,KR7090850009,현대이지웰,KOSDAQ,우량기업부,4957,1,7,0.14,4955,4980,4945,6449,32000357,111422965171,22477903,KSQ,4820,6.82,21.72,398.5,248.0,646.5
205100,KR7205100001,엑셈,KOSDAQ,벤처기업부,1350,2,-12,-0.88,1363,1375,1340,61408,83193040,91178154900,67539374,KSQ,1316,3.41,12.6,106.5,540.0,646.5
045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,29550,2,-250,-0.84,29900,30100,29400,12839,380678700,517125000000,17500000,KSQ,29150,8.14,33.24,519.5,130.0,649.5
006060,KR7006060008,화승인더,KOSPI,,2480,1,5,0.2,2480,2495,2455,16371,40462960,137193600000,55320000,STK,2475,4.61,14.5,201.0,450.0,651.0
194370,KR7194370003,제이에스코퍼레이션,KOSPI,,13500,1,350,2.66,13160,13520,12920,18666,248584530,391726233000,29016758,STK,13040,4.64,14.5,204.5,450.0,654.5
033240,KR7033240003,자화전자,KOSPI,,29050,2,-800,-2.68,30000,30100,28900,31624,923557150,627639833100,21605502,STK,27750,5.37,16.58,264.0,391.0,655.0
